hyponym,hypernym,label,split
pistachio,flavour,1,train
resource,resource,1,train
science,topic,1,train
guarantees,product,0,train
bean,food,1,train
sociology,science,1,train
scallion,ingredient,1,train
anise,application,0,train
hydrogen,gas,1,train
highlands,community,0,train
flour,good,1,train
corn,food,1,train
diarrhoea,problem,1,train
artist,goya,0,train
radiohead,band,1,train
nightrage,band,1,train
krishna,door,0,train
africa,money,0,train
helmand,nato,0,train
strontium,metal,1,train
loafer,film,1,train
romania,nation,1,train
shooting,pastime,1,train
lurgi,recruiter,0,train
osanna,bands,0,train
corruption,emigration,0,train
armenians,people,1,train
pentose,sugar,1,train
cedar,material,1,train
law,norm,0,train
nobunny,band,1,train
tajiri,team,1,train
badfinger,wales,0,train
gothmog,rank,0,train
banking,cooperation,0,train
marseille,city,1,train
county,region,1,train
macau,place,1,train
diarrhea,condition,1,train
nirvana,musician,0,train
coal,solid,1,train
bhutto,president,1,train
fagin,character,1,train
custom,law,0,train
treason,crime,1,train
management,subject,1,train
elastin,protein,1,train
calvinists,group,1,train
regulations,legislation,0,train
hodge,star,1,train
intake,element,0,train
texas,city,0,train
entertainment,topic,1,train
india,model,0,train
micah,micah,1,train
wave,shape,0,train
camo,artist,1,train
gilbert,love,0,train
loss,death,0,train
shellfish,protein,0,train
cow,animal,1,train
waveform,something,1,train
transthyretin,example,0,train
cinnamon,spice,1,train
education,cause,0,train
modernism,movement,1,train
talflyaizik,player,1,train
pitbull,artist,1,train
asura,earth,0,train
alcohol,drug,1,train
air,transport,1,train
vox,member,0,train
appeal,matter,0,train
clam,shellfish,1,train
denmark,example,0,train
corn,crop,1,train
quickhand,system,1,train
bayonetta,bayonetta,1,train
hamas,group,1,train
hbosadventure,show,0,train
region,area,1,train
agriculture,cooperation,0,train
sentence,example,0,train
thalassemia,condition,1,train
nice,city,1,train
knife,prop,0,train
roki,artist,1,train
marketing,project,0,train
hamilton,congressman,1,train
gold,asset,1,train
bird,scavenger,0,train
fishing,sport,1,train
student,employee,0,train
iraq,location,1,train
alphataurus,bands,1,train
underlie,life,0,train
belgium,europe,0,train
latex,emulsion,1,train
question,issue,1,train
glass,substrate,1,train
kurukh,language,1,train
cotton,fabric,1,train
rice,plant,1,train
glenora,community,1,train
islamophobia,belief,0,train
turkey,part,0,train
blue,genre,1,train
depth,factor,0,train
infantry,thousand,0,train
hunting,issue,0,train
water,transport,1,train
disorder,abnormality,1,train
gambling,market,1,train
liquidity,advantage,0,train
science,field,1,train
cellulose,starting,0,train
texture,project,0,train
sonet,technology,0,train
jail,cost,0,train
landscaping,sector,1,train
dress,zulus,0,train
humility,lack,0,train
page,agency,0,train
trichloroethylene,contaminant,1,train
alchemy,topic,1,train
bernard,people,0,train
chirp,call,1,train
type,care,0,train
stagingat,part,0,train
insect,challenge,0,train
photos,default,0,train
pig,livestock,1,train
kode5,event,1,train
teardrop,shape,1,train
plant,eukaryotes,1,train
neuroglia,cell,1,train
wolf,character,0,train
lime,flavor,1,train
caiera,queen,1,train
sweating,symptom,1,train
spelt,wheat,1,train
region,primer,0,train
herd,group,1,train
chicken,animal,1,train
aircraft,structure,0,train
toxicology,specialization,1,train
goalkeeper,defence,0,train
vinegar,seasoning,1,train
britain,brock,0,train
health,topic,1,train
enki,god,1,train
oldboy,film,1,train
jaschanovamarkuse,player,0,train
sneezing,symptom,1,train
freezing,problem,0,train
astemizole,drug,1,train
helium,gas,1,train
semiramis,bands,1,train
forum,example,0,train
osorno,city,1,train
coal,deposit,1,train
terrorism,instability,0,train
spinach,vegetable,1,train
fire,disturbance,0,train
vole,note,0,train
water,utility,1,train
pepe,year,0,train
culture,field,1,train
lake,lake,1,train
place,odessa,0,train
rajastan,son,0,train
licensing,supply,0,train
water,ice,0,train
philadelphia,city,1,train
country,australia,0,train
glass,material,1,train
germans,thehun,0,train
pignut,fruit,1,train
smolt,predator,0,train
tin,element,1,train
firework,part,0,train
afghanistan,commander,0,train
sting,artist,1,train
consultant,client,0,train
morgan,something,0,train
solution,service,0,train
education,discipline,1,train
bonfield,erosion,0,train
time,gbas,0,train
mường,language,1,train
fallujah,city,1,train
cannes,town,1,train
horse,livestock,1,train
hurricane,disaster,1,train
starvation,problem,1,train
enki,spokesperson,0,train
newspaper,anything,0,train
breadth,space,0,train
skiing,sport,1,train
nickel,catalyst,1,train
food,aid,1,train
contest,purpose,0,train
tromsø,club,0,train
stake,weapon,1,train
university,target,0,train
banana,fruit,1,train
disease,challenge,1,train
way,bart,0,train
hellogoodbye,act,0,train
phillips,example,0,train
child,individual,1,train
health,bhutan,0,train
plasmapheresis,procedure,1,train
city,york,0,train
acoso,company,1,train
montenegrins,group,1,train
transformation,master,0,train
grandma,dress,0,train
rugby,event,0,train
sarum,place,1,train
oligosaccharide,carbohydrate,1,train
backup,benefit,0,train
passport,evidence,0,train
hipercor,spain,0,train
stenoscript,system,1,train
zeke,musician,1,train
earthquake,disaster,1,train
cotton,cellulose,0,train
denver,part,0,train
bacon,foodstuff,1,train
lucknow,city,1,train
delhi,city,1,train
potato,crop,1,train
reno,battle,0,train
area,park,0,train
badminton,sport,1,train
viedma,settlement,1,train
laudanum,narcotic,1,train
sailing,sport,1,train
musician,people,0,train
extra,greatcoat,0,train
robert,heir,0,train
plant,organism,1,train
carpet,item,1,train
anthropologist,character,0,train
emergence,feature,0,train
hemera,parentage,0,train
image,theothercategory,0,train
henkel,president,1,train
bai,minority,1,train
experience,ecstasy,0,train
horseriding,pastime,1,train
pubmed,website,1,train
audio,discipline,0,train
specie,indicator,0,train
jingpo,language,1,train
soda,item,0,train
hemothorax,complication,1,train
optometrist,friend,0,train
bertram,character,1,train
nursing,woman,0,train
beef,stew,0,train
magazine,anything,0,train
peach,vegetable,0,train
plan,tacoma,0,train
sunday,day,1,train
campaign,proactiv,0,train
devon,breed,1,train
student,foreigner,0,train
jewelry,woman,0,train
cyprus,city,0,train
carvalho,director,1,train
liddle,editor,0,train
job,doctor,0,train
oil,vinegar,0,train
chile,place,1,train
soccer,sport,1,train
copper,material,1,train
map,thing,1,train
slovenia,nation,1,train
sacramento,city,1,train
dragonfly,group,0,train
chess,game,1,train
wheat,chile,0,train
sleeping,activity,1,train
streaky,member,0,train
use,fuel,0,train
shirvell,example,0,train
dxdt,artist,0,train
vegas,battle,0,train
shyness,behavior,1,train
english,premier,0,train
festival,composer,0,train
pathology,religion,0,train
mercury,metal,1,train
peter,ruler,1,train
snake,reptile,0,train
gallery,charge,0,train
black,soldier,0,train
frankfurt,city,1,train
acoustic,field,1,train
boston,town,1,train
bukhara,place,1,train
supernovae,observation,0,train
nikon,company,1,train
music,subject,1,train
volleyball,activity,1,train
toyota,carmaker,1,train
love,misconvenience,0,train
house,thing,1,train
obesity,problem,1,train
germany,europe,0,train
zipcar,service,1,train
octreotide,drug,1,train
child,adult,0,train
rhodes,city,1,train
december,part,0,train
lack,issue,0,train
gas,service,1,train
cyprus,nation,1,train
surf,product,0,train
maximus,prison,0,train
hockey,sport,1,train
tnt,band,1,train
falsifiability,part,0,train
mays,people,0,train
temperature,factor,0,train
vomiting,problem,1,train
immigration,measure,0,train
galaxy,observation,0,train
time,army,0,train
hedgehog,badger,0,train
mortgage,bond,0,train
indonesia,country,1,train
problem,amrit,0,train
ophthalmology,area,1,train
silver,metal,1,train
poseidon,paint,0,train
bowling,sport,1,train
pennywise,band,1,train
makassar,indonesia,0,train
washington,location,1,train
uaz,uaz,1,train
republic,state,1,train
moses,subject,0,train
modularity,issue,0,train
latvia,part,0,train
clothing,manufacture,0,train
woolworths,shop,1,train
argali,wildlife,0,train
hospital,employment,0,train
tibetan,minority,0,train
despair,emotion,1,train
blowdown,disturbance,0,train
activity,religion,0,train
angioedema,quinapril,0,train
airport,place,1,train
cocaine,drug,1,train
rye,food,1,train
yokohama,port,1,train
woman,individual,1,train
ebonite,essential,0,train
potassium,mineral,1,train
contraception,issue,0,train
youtube,website,1,train
reliability,application,0,train
sound,call,0,train
power,pharaoh,0,train
supplement,beverage,0,train
foodservice,industry,1,train
ear,place,0,train
depression,disorder,1,train
oneself,soul,0,train
smoothie,beverage,1,train
uremia,cause,0,train
aconcert,part,0,train
transportation,industry,1,train
inscription,find,0,train
emerson,band,0,train
chemical,manufacture,0,train
connection,notion,0,train
phosphorus,mineral,1,train
burao,town,1,train
landscape,painting,0,train
term,mccarthyism,0,train
government,member,0,train
brandmeister,condition,0,train
indenture,sentence,0,train
postponement,commander,0,train
healthcare,issue,1,train
randburg,johannesburg,0,train
government,field,0,train
music,program,0,train
construction,area,0,train
tuscany,area,1,train
psychology,field,1,train
ian,people,0,train
trial,matter,0,train
withholding,aversif,0,train
gourd,vegetable,1,train
montana,state,1,train
battle,part,0,train
vanilla,flavor,1,train
manchu,minority,1,train
comet,object,1,train
critic,evidence,0,train
pop,music,1,train
corn,chile,0,train
7eleven,part,0,train
cuba,issue,0,train
item,filling,0,train
sword,good,0,train
macedonians,group,1,train
starsailor,act,1,train
cheese,ingredient,1,train
quakecon,event,1,train
destruction,office,0,train
saltbush,specie,1,train
onion,chile,0,train
woman,winter,0,train
nectarine,plum,0,train
contribution,space,0,train
food,bioproduct,0,train
gem,cargo,0,train
bedbug,insect,1,train
johannesburg,city,1,train
landscape,development,0,train
ebay,example,0,train
canada,part,0,train
thing,person,0,train
salt,product,1,train
rubicam,director,1,train
dallas,city,1,train
kobe,port,1,train
obesity,disease,1,train
velvet,good,1,train
janagaraj,actor,1,train
florida,place,1,train
atlanta,city,1,train
portland,city,1,train
drama,medium,0,train
bourque,star,1,train
farming,field,0,train
proximity,feature,0,train
russia,country,1,train
spain,part,0,train
oudh,administrator,0,train
alire,quebec,0,train
nato,organization,1,train
skitsystem,band,1,train
iraq,state,1,train
robot,toy,1,train
ocean,water,0,train
asset,method,0,train
vidcon,event,1,train
racism,issue,1,train
germinale,band,1,train
gum,food,1,train
ziegler,manufacturer,1,train
act,nelly,0,train
apathy,act,0,train
park,star,0,train
corythus,parentage,0,train
hopelessness,symptom,1,train
inscription,arinna,0,train
poverty,speculation,0,train
outcome,gain,0,train
fan,simplybuzzcock,0,train
madrid,spain,0,train
acetone,chemical,1,train
taichung,place,1,train
latitude,information,1,train
raptor,predator,1,train
medicare,program,1,train
city,capital,0,train
cannes,location,1,train
france,aid,0,train
company,agency,0,train
campaign,application,0,train
csc,recruiter,0,train
folk,music,1,train
call,regulation,0,train
netball,sport,1,train
herpe,disease,1,train
gold,commodity,1,train
university,university,1,train
group,cartel,0,train
learning,lecturer,0,train
scorpions,artist,0,train
abortion,issue,1,train
collaboration,charge,0,train
depth,bow,0,train
germany,example,0,train
dipset,influence,0,train
minister,official,1,train
nasiruddin,king,1,train
people,organisation,0,train
death,way,0,train
animal,discipline,0,train
beef,commodity,1,train
architecture,discipline,1,train
clove,spice,1,train
property,acidity,0,train
anxiety,emotion,1,train
totalitarianism,speculation,0,train
bicycle,road,0,train
switzerland,country,1,train
goat,meat,1,train
specie,biodiversity,0,train
intake,upgrade,0,train
theseus,hero,1,train
collaboration,composer,0,train
sprain,injury,1,train
ultrafiltration,technique,1,train
canoas,city,1,train
display,part,0,train
shield,upgrade,0,train
university,place,1,train
washington,director,0,train
abercrombie,commander,1,train
bow,thing,1,train
loudoun,commander,1,train
borama,town,1,train
bean,crop,1,train
orange,flavor,1,train
coffee,crop,1,train
whale,mammal,1,train
boulainvilliers,people,0,train
gambier,crop,1,train
bee,pollinator,1,train
disk,datum,0,train
region,wales,0,train
australia,region,1,train
hungarians,group,1,train
aardvark,something,1,train
patras,city,1,train
philosophy,field,1,train
thousand,walking,0,train
gunner,rank,1,train
lebanon,country,1,train
ruth,woman,1,train
diane,gold,0,train
rinaldo,figure,1,train
georgia,state,1,train
roy,artist,0,train
librarian,faculty,0,train
washington,planter,0,train
vandalism,crime,1,train
rebellion,anything,0,train
myrtle,specie,1,train
funk,style,1,train
calcium,mineral,1,train
hypnosis,method,1,train
merger,basis,0,train
pain,retribution,0,train
camphor,application,0,train
nurse,profession,0,train
integer,type,1,train
fair,brand,1,train
clerk,staff,1,train
lübeck,example,0,train
pork,protein,0,train
ability,upgrade,0,train
note,oconnor,0,train
damascus,place,1,train
combustion,heat,0,train
square,state,0,train
malta,sweden,0,train
rock,leisure,0,train
george,location,0,train
pantera,band,1,train
herring,fish,1,train
tea,good,1,train
brass,essential,0,train
group,organization,0,train
patient,revenge,0,train
windows,property,0,train
korea,territory,1,train
wealth,station,0,train
hamilton,commander,1,train
thrombosis,disease,1,train
sale,part,0,train
valagamba,ruler,1,train
procolophonid,group,1,train
fruit,food,1,train
china,country,1,train
estate,form,0,train
rush,artist,0,train
law,definition,0,train
dubai,part,0,train
michelangelo,artist,1,train
ring,jewelry,1,train
somerset,heir,0,train
area,one,0,train
language,iberia,0,train
pugh,example,0,train
mangrove,specie,1,train
sulfur,deposit,0,train
apple,ingredient,1,train
beaver,musician,1,train
what,anything,0,train
apple,plum,0,train
loketo,artist,1,train
cancer,malady,1,train
belgium,country,1,train
denmark,kit,0,train
christmas,festival,1,train
flavour,vegetable,0,train
rat,creature,1,train
cocaine,abuse,0,train
nestlé,company,1,train
distribution,pixar,0,train
zurich,glueams,0,train
love,topic,1,train
southwest,airline,1,train
pasture,location,0,train
priene,town,1,train
washington,state,1,train
marmite,product,1,train
cotton,material,1,train
groza,player,1,train
industry,part,0,train
work,editor,0,train
arcachon,town,1,train
inuktitut,language,1,train
britain,country,1,train
wildlife,resource,0,train
sex,demographic,0,train
vocal,collaboration,0,train
engineer,peace,0,train
harappa,civilisation,1,train
shillong,city,1,train
mental,band,1,train
asia,part,0,train
batticaloa,district,1,train
glastonbury,europe,0,train
tipperary,area,1,train
sutton,school,1,train
roadway,sector,0,train
mud,rain,0,train
class,metaobject,0,train
avocado,crop,1,train
balloons,sound,0,train
rice,good,1,train
myspace,forum,1,train
crab,shellfish,1,train
jewelry,store,0,train
paclitaxel,drug,1,train
accessory,good,1,train
elk,wildlife,1,train
paris,location,1,train
dentistry,field,1,train
chayanne,personality,0,train
iceland,country,1,train
garibaldi,artist,1,train
bunbury,ireland,0,train
antimony,deposit,0,train
defence,issue,0,train
canal,transport,1,train
health,service,0,train
atm,technology,1,train
lymphocyte,cell,1,train
english,thesão,0,train
fruit,filling,0,train
cook,staff,0,train
ngenuity,investment,0,train
magnesium,nutrient,1,train
manufacturing,industry,1,train
france,part,0,train
batmobile,europe,0,train
custom,practice,1,train
law,viceroy,0,train
kite,prey,0,train
time,regulation,0,train
editorial,cricket,0,train
wedding,occasion,1,train
banteng,asia,0,train
berry,fruit,1,train
chhatris,architecture,0,train
magnesium,mineral,1,train
pali,dialect,1,train
hamburg,example,0,train
thaumaturgy,topic,1,train
lightning,force,1,train
nudity,art,0,train
attrition,occurrence,0,train
guercino,artist,1,train
goblin,topic,0,train
place,edmonton,0,train
music,technique,0,train
process,flow,0,train
larnaca,city,1,train
adultery,crime,1,train
themar,book,0,train
secession,rebellion,0,train
pharmacology,specialization,1,train
springburn,location,1,train
stork,predator,0,train
shampoo,animal,0,train
act,guarantor,0,train
rice,crop,1,train
upgrade,smf,0,train
kirkuk,city,1,train
infant,member,0,train
gis,part,0,train
belgium,anderlecht,0,train
masons,planter,0,train
business,subject,1,train
activity,demonstration,0,train
gateway,company,0,train
methanol,chemical,1,train
khmer,language,1,train
bishop,official,1,train
health,cooperation,0,train
art,program,0,train
disease,factor,0,train
hui,minority,1,train
computer,equipment,1,train
airship,armour,0,train
trincomalee,inspiration,0,train
road,transport,1,train
jawbox,band,1,train
wikipedia,website,1,train
tofu,protein,0,train
water,surface,0,train
administration,success,0,train
travis,band,1,train
chappell,carly,0,train
application,cryptography,0,train
jacobs,owner,1,train
soccer,hockey,0,train
alpheus,herodotus,0,train
india,asia,0,train
seattle,reference,0,train
people,group,0,train
lime,form,0,train
son,character,0,train
woman,educator,0,train
hopscotch,game,1,train
soybean,commodity,1,train
loan,loan,1,train
devlin,artist,1,train
republicans,group,1,train
backgammon,game,1,train
sui,minority,1,train
pear,fruit,1,train
prediction,problem,0,train
fuel,resource,1,train
housing,plan,0,train
heracles,god,0,train
yeast,organism,1,train
theft,crime,1,train
communication,major,0,train
freaklabel,part,0,train
vienna,punishment,0,train
tor,program,1,train
concert,event,1,train
age,demographic,1,train
house,venue,1,train
selectin,protein,1,train
soilwork,band,1,train
suse,distribution,1,train
trailer,sayingthis,0,train
lupillo,personality,1,train
book,work,0,train
divorce,outcome,0,train
theyoung,book,0,train
coal,fuel,1,train
basil,herb,1,train
construction,item,0,train
netherlands,country,1,train
imageability,factor,0,train
development,sector,1,train
echovirus,virus,1,train
inventor,client,0,train
pipeline,transport,1,train
zune,property,0,train
resignation,leader,0,train
metal,material,1,train
affection,anything,0,train
year,severus,0,train
sugar,product,1,train
land,warrior,0,train
valletta,call,0,train
matter,marriage,0,train
dialect,device,0,train
cereal,commodity,1,train
lake,water,1,train
broadcaster,people,0,train
state,nebraska,0,train
assessment,toxicant,0,train
tokamak,device,1,train
strawberry,ingredient,1,train
timezone,information,1,train
shylock,character,1,train
rock,style,1,train
food,substance,1,train
member,life,0,train
tin,material,1,train
primorsky,district,1,train
kashmir,place,1,train
ethnomusicology,topic,1,train
forum,resource,1,train
bee,insect,1,train
blue,style,1,train
cardinal,doctor,0,train
assassination,violence,1,train
sarcoidosis,cause,0,train
edema,human,0,train
power,power,1,train
gulzar,none,0,train
jade,material,1,train
cannabis,drug,1,train
parachute,brand,1,train
merchant,god,0,train
ephesus,city,1,train
economic,discipline,1,train
bird,icon,0,train
hedgehog,note,0,train
trilussa,people,1,train
chironomidae,animal,1,train
electra,parentage,0,train
advertisement,project,0,train
what,settlement,0,train
plan,vta,0,train
houston,port,0,train
marriage,institution,0,train
bulimia,illness,1,train
gender,factor,0,train
sweden,country,1,train
nitrogen,gas,1,train
difficulty,house,0,train
rhyno,team,0,train
squash,food,1,train
woman,trophy,0,train
r,language,1,train
copper,element,1,train
country,genre,1,train
finland,country,1,train
toubro,machinery,0,train
cyanide,precursor,0,test
loksatta,daily,1,test
alberto,capitano,0,test
sense,christ,0,test
recording,album,0,test
readingasa,monster,0,test
opensimulator,ode,0,test
synaptotagmin,synaptotagmin,0,test
kusumagraj,great,0,test
echinoid,fossil,1,test
shiva,ayonija,0,test
cicero,rhetoric,0,test
cattaneo,worker,0,test
creche,amenity,1,test
iki,island,1,test
purity,sensuality,0,test
madhvacharya,vaishnavas,0,test
vodka,spirit,1,test
adoption,adoption,0,test
mason,sybil,0,test
macaque,primate,1,test
horn,instrument,1,test
ethernet,network,1,test
conformity,insheep,0,test
bhambore,mausoleum,0,test
pleasure,aristotle,0,test
zrb2,uhtc,0,test
karhan,chaku,0,test
stalagmite,speleothem,1,test
competition,investor,0,test
vice,label,0,test
wittgenstein,writer,1,test
feedback,stakeholder,0,test
vampire,monster,1,test
shigure,ren,0,test
benevento,duke,1,test
thetis,goddess,1,test
coraline,movie,1,test
erysipela,affliction,1,test
citi,corporation,1,test
krajniacy,pomerania,0,test
motionless,statue,0,test
hasan,siffin,0,test
benzodiazepine,anxiolytic,1,test
oxfam,fund,0,test
orangutan,primate,1,test
dutch,pattern,0,test
pkc,kinase,1,test
powernotebooks,reseller,1,test
bates,researcher,1,test
militant,worker,0,test
sax,instrument,1,test
kmart,chain,1,test
kaczynski,anyone,0,test
thesafe,milkwork,0,test
microwave,culprit,0,test
dpharm,courses,0,test
levomycin,antibiotic,1,test
drax,sponsor,0,test
taxi,hargeisa,0,test
emancipation,minor,0,test
rose,flower,1,test
brucellosis,zoonosis,1,test
german,czernowitz,0,test
speed,boost,0,test
wrestler,athlete,1,test
duma,theschwarzer,0,test
blood,tissue,0,test
nude,ovidsmetamorphosesand,0,test
wing,promotion,0,test
coupler,servicing,0,test
ergotism,affliction,1,test
tachycardia,effect,0,test
chanel,designer,1,test
mapk,kinase,0,test
childrenas,mahjabeen,0,test
dolce,designer,1,test
shore,brimsek,0,test
ion,cofactor,0,test
mummia,demand,0,test
reform,wang,0,test
liqueur,spirit,1,test
ribavirin,medication,1,test
refrigerator,appliance,1,test
wimbledon,tournament,1,test
trebanog,village,1,test
feleacu,commune,1,test
pizzeria,front,0,test
leopard,cat,1,test
ālam,surname,0,test
sándor,writer,1,test
midnight,christians,0,test
controversy,tim,0,test
snowshoe,tool,1,test
fak,kinase,1,test
animation,illustration,1,test
balance,watt,0,test
frostisen,glacier,1,test
pipe,implement,1,test
divyabhanusinh,cheetah,0,test
bookchin,thinker,1,test
absurdism,camus,0,test
mauro,husband,0,test
chlorpyrifos,pesticide,1,test
campervan,variant,0,test
filipinos,alien,0,test
perforation,barotrauma,0,test
sundowner,opener,0,test
decoration,detail,0,test
substructure,attribute,0,test
becket,martyr,1,test
zoantharia,coral,1,test
zulu,mozambique,0,test
scaphopod,mollusk,1,test
arrangement,appropriateobstacle,0,test
ronga,mozambique,0,test
al2o3,additive,1,test
file,crc32,0,test
documentation,setting,0,test
approach,aspect,0,test
bell,rune,0,test
tata,sequence,0,test
cmll,taurus,0,test
igespar,agroup,0,test
gang,beefheart,0,test
yuhua,jurong,0,test
hypertension,effect,0,test
toxocariasis,zoonosis,1,test
tanistry,succession,1,test
booths,vendor,1,test
chanda,poetry,0,test
fludrocortisone,replacement,0,test
hipmunk,monthtimemagazine,0,test
cytokine,stimulus,0,test
cutter,marcus,0,test
moron,font,0,test
salvation,jñānakāṇḍa,0,test
free,metien,0,test
summerare,summerandyou,0,test
treatment,coverage,0,test
eustace,duke,1,test
scene,mood,0,test
alcon,vigamox,0,test
ømq,crossroads,0,test
arianrhod,aunt,0,test
warner,coach,0,test
steal,calculation,0,test
belemnite,fossil,1,test
kind,burial,0,test
kerala,seed,0,test
heap,array,0,test
minivan,variant,0,test
maju,umbel,0,test
zakhara,island,0,test
mind,mayrhofer,0,test
umbara,planet,1,test
relexification,phenomenon,1,test
donnamar,hyoscyamine,0,test
strike,strategy,0,test
phonegap,platform,0,test
reichsflagge,bundeswappen,0,test
gamecube,machine,1,test
lincoln,castle,0,test
peasant,fertilizer,0,test
boudin,sausage,1,test
videotape,mean,0,test
mutation,variation,1,test
nd2o3,oxide,1,test
post,deputy,0,test
mti,guideline,0,test
masturbation,nun,0,test
qena,egypt,0,test
piłsudski,chief,0,test
gabon,dumas,0,test
mtvand,insheep,0,test
relayrides,peer,0,test
hand,shuttle,0,test
negrissim,pioneer,0,test
five,multitech,0,test
base10,base,1,test
allegation,controversy,1,test
myth,account,0,test
boophane,amaryllidaceae,0,test
scottkurland,innovator,0,test
virtù,realpolitik,0,test
adoption,minor,0,test
othmar,custodian,0,test
letter,forviciousprank,0,test
atalaia,headland,0,test
coriander,umbel,1,test
historian,academic,1,test
embarrassment,feeling,1,test
tamoxifen,cyp3a4,0,test
casual,collaborator,0,test
sgml,document,0,test
sectumsempra,spell,1,test
officer,prisoner,0,test
chachi,agirl,0,test
deloitte,firm,1,test
caraway,umbel,1,test
tony,iti,0,test
danger,prelate,0,test
acquisition,paradigms,0,test
strontium89,radioisotope,1,test
pioneer,cameroon,0,test
thephialephial,paraphernalia,0,test
ruisrock,mid2008,0,test
binocular,instrument,1,test
shiva,chandrasekhar,0,test
palestinians,revolutionary,0,test
underwear,piece,0,test
vanguard,enemy,0,test
tiger,cat,1,test
sitosterol,phytosterols,0,test
turn,subdomain,0,test
daisy,sarasaland,0,test
color,mistress,0,test
tripod,ornament,0,test
mercy,humbug,0,test
macroaneurysm,hypertension,0,test
poem,french,0,test
chance,celtic,0,test
reprocessing,emdr,0,test
bamum,grassfielder,0,test
saturn,console,0,test
wheesung,celebrity,1,test
clarithromycin,alternative,0,test
leptospirosis,zoonosis,1,test
methodology,aronson,0,test
vetting,step,0,test
logo,advertising,0,test
writer,plutarch,0,test
echinomycin,antibiotic,1,test
notable,christodulus,0,test
afallach,aunt,0,test
frame,furniture,0,test
theindiessuch,moodyz,0,test
lovamahapaya,shrine,1,test
camera,category,0,test
manzanar,camp,1,test
dhawar,locality,1,test
the,prisoner,0,test
hazard,silence,0,test
thinking,limitation,0,test
taylor,teammate,0,test
newspeak,font,1,test
hindi,rakhi,0,test
mitch,acommonman,0,test
quebecor,conglomerate,0,test
sonoran,desert,1,test
solicitation,bram,0,test
van,variant,0,test
electron,fermion,0,test
crossover,variation,0,test
accusation,indiscretion,0,test
resection,tsūsensan,0,test
abs,manyluxuryfeature,0,test
borrowing,phenomenon,0,test
balakot,stop,0,test
terry,captain,0,test
feather,padding,1,test
douglas,glacier,1,test
sadhana,daily,0,test
emphasis,aspect,0,test
congress,resident,0,test
webots,ode,0,test
y2o3,oxide,1,test
viscose,rayon,0,test
comic,illustration,0,test
asembutorembucqis,funnel,0,test
carignan,varietal,1,test
cab,mnemonic,0,test
obrafour,artiste,0,test
buss,researcher,0,test
butyrylcholinesterase,cholinesterase,1,test
oflaw,integrityto,0,test
dahomey,dumas,0,test
shogran,stop,0,test
greek,θειοδος,0,test
carlac,planet,1,test
glutaraldehyde,reagent,1,test
xml,protocol,1,test
caswallawn,aunt,0,test
advertising,buyer,0,test
paddle,implement,1,test
awkwardness,feeling,1,test
godley,glacier,1,test
marcian,emperor,1,test
aqir,ekron,0,test
abigail,twin,0,test
mint,variety,0,test
stigand,archbishop,1,test
ibm,corporation,1,test
birmingham,worker,0,test
christopher,manager,0,test
maztica,island,0,test
writing,everyoneof,0,test
shock,font,0,test
destination,destination,0,test
bivalve,invertebrate,1,test
accordion,instrument,1,test
armenia,inērānregion,0,test
playstation,console,1,test
producer,blueha,0,test
psoas,fascia,0,test
steph,beingmore,0,test
piano,instrument,1,test
julia,everyone,0,test
conomor,domnonia,0,test
optimizer,tool,1,test
lestat,ifaudience,0,test
coventry,castle,0,test
bluff,meaning,0,test
musler,arm,0,test
analysis,article,0,test
maple,rome,0,test
himalayan,pattern,0,test
copepod,parasite,1,test
bass,instrument,1,test
lvmh,multinational,0,test
olympukes,font,0,test
renin,hypoadrenalism,0,test
buridan,churchman,0,test
strain,whoonga,0,test
fluorescein,fluorochrome,0,test
alkyne,compound,1,test
godhomosexuality,perversion,0,test
entropy,boltzmann,0,test
codice24,codice6,0,test
minas,tirith,0,test
steinkjer,municipality,1,test
mpeg2,algorithm,1,test
suitcase,tool,0,test
babyface,songwriter,1,test
southworth,photographer,1,test
anaspaz,hyoscyamine,0,test
ponytail,hairstyle,1,test
infidel,font,0,test
glare,artifact,0,test
phthalazine,naphthyridine,0,test
caecilius,rome,0,test
thesafe,milkalbum,0,test
catalpol,compound,1,test
dart,enemy,0,test
tsushima,island,1,test
vice,installment,0,test
subramanya,stalwart,0,test
choir,assistant,0,test
tradamol,painkiller,1,test
pseudo,thalberg,0,test
tab,minimo,0,test
podgórze,centre,0,test
elsevier,publisher,1,test
longinus,rome,0,test
xdoclet,tool,0,test
aidid,insurgent,1,test
vetrimaran,celebrity,1,test
uttara,daughter,0,test
chopi,mozambique,0,test
nrj,bidder,0,test
cephalexin,antibiotic,1,test
bizzi,archbishop,1,test
phalaropes,shorebird,1,test
astunningperformance,marianne,0,test
identifie,hatred,0,test
chuwabu,mozambique,0,test
twig,debris,0,test
blaaze,crew,0,test
manhitoo,pioneer,0,test
hyman,someone,1,test
materialism,hallucination,0,test
djx,kmel,0,test
award,commendation,1,test
lestat,lestat,0,test
bhajan,poetry,0,test
vanzetti,witness,0,test
ynyshir,village,1,test
faerûn,island,0,test
epigenetic,phenomenon,0,test
spin,trick,1,test
coin,propaganda,0,test
ranulf,duke,0,test
rochelle,britney,0,test
ski,tool,1,test
dibdin,manager,0,test
duesseldorf,munich,0,test
disruption,emergency,0,test
barco,projector,0,test
munc13s,synaptotagmin,0,test
mtvsawkwardas,samanthasamwalker,0,test
bastard,font,0,test
joy,sentiment,1,test
acolyte,assistant,0,test
